"","Class","case","fraction_total_reads","group","sex","sample"
"1077","Gammaproteobacteria","26.unmapped",0.001283685,"control","fem","exo"
"1078","Gammaproteobacteria","27.unmapped",0.000400777,"malt","fem","exo"
"1079","Bacilli","21.unmapped",0.000100194,"malt","male","exo"
"1080","Bacilli","24.unmapped",6.94e-05,"control","fem","exo"
"1081","Clostridia","19.unmapped",0.00022351,"control","male","exo"
"1082","Clostridia","22.unmapped",0.000256052,"malt","male","exo"
"1083","Clostridia","26.unmapped",6.59e-05,"control","fem","exo"
"1084","Clostridia","18.unmapped",0.000231217,"control","male","exo"
"1085","Clostridia","25.unmapped",7.11e-05,"control","fem","exo"
"1086","Clostridia","17.unmapped",0.00022351,"control","male","exo"
"1087","Clostridia","29.unmapped",0.000239781,"malt","fem","exo"
"1088","Clostridia","24.unmapped",5.82e-05,"control","fem","exo"
"1089","Clostridia","23.unmapped",0.000143012,"malt","male","exo"
"1090","Clostridia","20.unmapped",7.02e-05,"control","male","exo"
"1091","Clostridia","27.unmapped",0.000160996,"malt","fem","exo"
"1092","Clostridia","28.unmapped",0.000235499,"malt","fem","exo"
"1093","Clostridia","21.unmapped",0.00013873,"malt","male","exo"
"1094","Betaproteobacteria","17.unmapped",4.54e-05,"control","male","exo"
"1095","Cytophagia","19.unmapped",4.54e-05,"control","male","exo"
"1096","Chitinophagia","29.unmapped",7.62e-05,"malt","fem","exo"
"1097","Chitinophagia","24.unmapped",4.88e-05,"control","fem","exo"
"1098","Chitinophagia","25.unmapped",4.11e-05,"control","fem","exo"
"1099","Chitinophagia","27.unmapped",7.45e-05,"malt","fem","exo"
"1100","Chitinophagia","26.unmapped",5.22e-05,"control","fem","exo"
"1101","Chitinophagia","22.unmapped",7.79e-05,"malt","male","exo"
"1102","Chitinophagia","28.unmapped",6.42e-05,"malt","fem","exo"
"1103","Chitinophagia","18.unmapped",7.36e-05,"control","male","exo"
"1104","Chitinophagia","19.unmapped",4.54e-05,"control","male","exo"
"1105","Chitinophagia","17.unmapped",8.05e-05,"control","male","exo"
"1106","Chitinophagia","21.unmapped",5.91e-05,"malt","male","exo"
"1107","Fimbriimonadia","18.unmapped",5.31e-05,"control","male","exo"
"1108","Fimbriimonadia","17.unmapped",4.28e-05,"control","male","exo"
"1109","Fimbriimonadia","28.unmapped",4.62e-05,"malt","fem","exo"
"1110","Fimbriimonadia","22.unmapped",4.62e-05,"malt","male","exo"
"1111","Fimbriimonadia","29.unmapped",5.14e-05,"malt","fem","exo"
"1112","Tissierellia","26.unmapped",4.8e-05,"control","fem","exo"
"1113","Chitinophagia","29.unmapped",0.000188399,"malt","fem","exo"
"1114","Chitinophagia","22.unmapped",0.000183261,"malt","male","exo"
"1115","Chitinophagia","26.unmapped",9.25e-05,"control","fem","exo"
"1116","Chitinophagia","19.unmapped",0.000143012,"control","male","exo"
"1117","Chitinophagia","24.unmapped",9.25e-05,"control","fem","exo"
"1118","Chitinophagia","18.unmapped",0.000163565,"control","male","exo"
"1119","Chitinophagia","28.unmapped",0.000202101,"malt","fem","exo"
"1120","Chitinophagia","23.unmapped",6.68e-05,"malt","male","exo"
"1121","Chitinophagia","17.unmapped",0.000178979,"control","male","exo"
"1122","Chitinophagia","27.unmapped",0.000107901,"malt","fem","exo"
"1123","Chitinophagia","20.unmapped",0.000106189,"control","male","exo"
"1124","Chitinophagia","21.unmapped",7.79e-05,"malt","male","exo"
"1125","Chitinophagia","25.unmapped",9.25e-05,"control","fem","exo"
"1126","Flavobacteriia","17.unmapped",0.000119891,"control","male","exo"
"1127","Flavobacteriia","29.unmapped",0.000104476,"malt","fem","exo"
"1128","Flavobacteriia","18.unmapped",8.22e-05,"control","male","exo"
"1129","Flavobacteriia","26.unmapped",0.000130167,"control","fem","exo"
"1130","Flavobacteriia","22.unmapped",9.25e-05,"malt","male","exo"
"1131","Flavobacteriia","24.unmapped",0.000184118,"control","fem","exo"
"1132","Flavobacteriia","19.unmapped",9.85e-05,"control","male","exo"
"1133","Flavobacteriia","20.unmapped",0.000101907,"control","male","exo"
"1134","Flavobacteriia","28.unmapped",0.000196963,"malt","fem","exo"
"1135","Flavobacteriia","27.unmapped",7.88e-05,"malt","fem","exo"
"1136","Flavobacteriia","17.unmapped",5.14e-05,"control","male","exo"
"1137","Flavobacteriia","25.unmapped",4.45e-05,"control","fem","exo"
"1138","Flavobacteriia","21.unmapped",4.62e-05,"malt","male","exo"
"1139","Flavobacteriia","28.unmapped",4.71e-05,"malt","fem","exo"
"1140","Flavobacteriia","18.unmapped",4.54e-05,"control","male","exo"
"1141","Flavobacteriia","19.unmapped",4.97e-05,"control","male","exo"
"1142","Flavobacteriia","22.unmapped",6.42e-05,"malt","male","exo"
"1143","Flavobacteriia","24.unmapped",5.4e-05,"control","fem","exo"
"1144","Flavobacteriia","26.unmapped",5.14e-05,"control","fem","exo"
"1145","Flavobacteriia","19.unmapped",4.88e-05,"control","male","exo"
"1146","Flavobacteriia","26.unmapped",8.05e-05,"control","fem","exo"
"1147","Flavobacteriia","24.unmapped",7.71e-05,"control","fem","exo"
"1148","Flavobacteriia","27.unmapped",9.68e-05,"malt","fem","exo"
"1149","Flavobacteriia","18.unmapped",6.34e-05,"control","male","exo"
"1150","Flavobacteriia","25.unmapped",5.91e-05,"control","fem","exo"
"1151","Flavobacteriia","21.unmapped",0.000102763,"malt","male","exo"
"1152","Flavobacteriia","20.unmapped",7.79e-05,"control","male","exo"
"1153","Flavobacteriia","29.unmapped",6.68e-05,"malt","fem","exo"
"1154","Flavobacteriia","17.unmapped",4.88e-05,"control","male","exo"
"1155","Flavobacteriia","28.unmapped",4.88e-05,"malt","fem","exo"
"1156","Flavobacteriia","22.unmapped",7.02e-05,"malt","male","exo"
"1157","Flavobacteriia","23.unmapped",5.4e-05,"malt","male","exo"
"1158","Flavobacteriia","20.unmapped",4.88e-05,"control","male","exo"
"1159","Flavobacteriia","28.unmapped",5.48e-05,"malt","fem","exo"
"1160","Flavobacteriia","17.unmapped",6.42e-05,"control","male","exo"
"1161","Flavobacteriia","27.unmapped",0.000117321,"malt","fem","exo"
"1162","Flavobacteriia","22.unmapped",9.08e-05,"malt","male","exo"
"1163","Flavobacteriia","29.unmapped",6.34e-05,"malt","fem","exo"
"1164","Flavobacteriia","18.unmapped",6.34e-05,"control","male","exo"
"1165","Flavobacteriia","19.unmapped",7.45e-05,"control","male","exo"
"1166","Flavobacteriia","21.unmapped",4.11e-05,"malt","male","exo"
"1167","Flavobacteriia","22.unmapped",8.82e-05,"malt","male","exo"
"1168","Flavobacteriia","28.unmapped",6.77e-05,"malt","fem","exo"
"1169","Flavobacteriia","27.unmapped",6.94e-05,"malt","fem","exo"
"1170","Flavobacteriia","19.unmapped",8.39e-05,"control","male","exo"
"1171","Flavobacteriia","17.unmapped",6.94e-05,"control","male","exo"
"1172","Flavobacteriia","18.unmapped",5.82e-05,"control","male","exo"
"1173","Flavobacteriia","29.unmapped",6.34e-05,"malt","fem","exo"
"1174","Flavobacteriia","27.unmapped",8.73e-05,"malt","fem","exo"
"1175","Flavobacteriia","28.unmapped",4.45e-05,"malt","fem","exo"
"1176","Flavobacteriia","21.unmapped",4.37e-05,"malt","male","exo"
"1177","Flavobacteriia","19.unmapped",4.8e-05,"control","male","exo"
"1178","Flavobacteriia","27.unmapped",7.36e-05,"malt","fem","exo"
"1179","Flavobacteriia","21.unmapped",6.34e-05,"malt","male","exo"
"1180","Flavobacteriia","19.unmapped",5.14e-05,"control","male","exo"
"1181","Flavobacteriia","22.unmapped",5.48e-05,"malt","male","exo"
"1182","Flavobacteriia","20.unmapped",4.97e-05,"control","male","exo"
"1183","Flavobacteriia","18.unmapped",0.000117321,"control","male","exo"
"1184","Flavobacteriia","17.unmapped",0.000207239,"control","male","exo"
"1185","Flavobacteriia","22.unmapped",9.16e-05,"malt","male","exo"
"1186","Flavobacteriia","27.unmapped",9.16e-05,"malt","fem","exo"
"1187","Flavobacteriia","29.unmapped",0.000130167,"malt","fem","exo"
"1188","Flavobacteriia","20.unmapped",5.48e-05,"control","male","exo"
"1189","Flavobacteriia","19.unmapped",6.34e-05,"control","male","exo"
"1190","Flavobacteriia","28.unmapped",0.000115609,"malt","fem","exo"
"1191","Flavobacteriia","22.unmapped",6.25e-05,"malt","male","exo"
"1192","Flavobacteriia","29.unmapped",5.57e-05,"malt","fem","exo"
"1193","Flavobacteriia","17.unmapped",4.28e-05,"control","male","exo"
"1194","Flavobacteriia","19.unmapped",4.37e-05,"control","male","exo"
"1195","Flavobacteriia","27.unmapped",4.97e-05,"malt","fem","exo"
"1196","Flavobacteriia","17.unmapped",5.05e-05,"control","male","exo"
"1197","Flavobacteriia","22.unmapped",5.05e-05,"malt","male","exo"
"1198","Flavobacteriia","29.unmapped",5.22e-05,"malt","fem","exo"
"1199","Flavobacteriia","19.unmapped",6.17e-05,"control","male","exo"
"1200","Flavobacteriia","25.unmapped",5.4e-05,"control","fem","exo"
"1201","Flavobacteriia","28.unmapped",4.45e-05,"malt","fem","exo"
"1202","Flavobacteriia","19.unmapped",5.74e-05,"control","male","exo"
"1203","Flavobacteriia","21.unmapped",8.31e-05,"malt","male","exo"
"1204","Flavobacteriia","24.unmapped",5.65e-05,"control","fem","exo"
"1205","Flavobacteriia","22.unmapped",6.25e-05,"malt","male","exo"
"1206","Flavobacteriia","17.unmapped",5.14e-05,"control","male","exo"
"1207","Flavobacteriia","18.unmapped",5.91e-05,"control","male","exo"
"1208","Flavobacteriia","27.unmapped",0.000220085,"malt","fem","exo"
"1209","Flavobacteriia","29.unmapped",6.34e-05,"malt","fem","exo"
"1210","Flavobacteriia","26.unmapped",5.74e-05,"control","fem","exo"
"1211","Flavobacteriia","17.unmapped",5.14e-05,"control","male","exo"
"1212","Flavobacteriia","29.unmapped",7.19e-05,"malt","fem","exo"
"1213","Flavobacteriia","25.unmapped",7.11e-05,"control","fem","exo"
"1214","Flavobacteriia","28.unmapped",4.97e-05,"malt","fem","exo"
"1215","Flavobacteriia","27.unmapped",6.85e-05,"malt","fem","exo"
"1216","Flavobacteriia","19.unmapped",4.2e-05,"control","male","exo"
"1217","Flavobacteriia","22.unmapped",6.17e-05,"malt","male","exo"
"1218","Flavobacteriia","21.unmapped",4.2e-05,"malt","male","exo"
"1219","Flavobacteriia","18.unmapped",5.4e-05,"control","male","exo"
"1220","Flavobacteriia","21.unmapped",0.000140443,"malt","male","exo"
"1221","Flavobacteriia","20.unmapped",0.00013873,"control","male","exo"
"1222","Flavobacteriia","24.unmapped",0.000135305,"control","fem","exo"
"1223","Flavobacteriia","17.unmapped",6.85e-05,"control","male","exo"
"1224","Flavobacteriia","22.unmapped",7.28e-05,"malt","male","exo"
"1225","Flavobacteriia","28.unmapped",7.11e-05,"malt","fem","exo"
"1226","Flavobacteriia","25.unmapped",0.000104476,"control","fem","exo"
"1227","Flavobacteriia","29.unmapped",9.33e-05,"malt","fem","exo"
"1228","Flavobacteriia","18.unmapped",6.25e-05,"control","male","exo"
"1229","Flavobacteriia","19.unmapped",5.82e-05,"control","male","exo"
"1230","Flavobacteriia","26.unmapped",0.000161852,"control","fem","exo"
"1231","Actinomycetia","27.unmapped",0.000184118,"malt","fem","exo"
"1232","Planctomycetia","29.unmapped",4.88e-05,"malt","fem","exo"
"1233","Planctomycetia","21.unmapped",4.37e-05,"malt","male","exo"
"1234","Planctomycetia","22.unmapped",5.14e-05,"malt","male","exo"
"1235","Planctomycetia","28.unmapped",5.05e-05,"malt","fem","exo"
"1236","Planctomycetia","26.unmapped",4.2e-05,"control","fem","exo"
"1237","Planctomycetia","20.unmapped",4.97e-05,"control","male","exo"
"1238","Planctomycetia","17.unmapped",5.4e-05,"control","male","exo"
"1239","Planctomycetia","25.unmapped",5.65e-05,"control","fem","exo"
"1240","Planctomycetia","24.unmapped",4.2e-05,"control","fem","exo"
"1241","Fusobacteriia","26.unmapped",5.74e-05,"control","fem","exo"
"1242","Fusobacteriia","28.unmapped",4.71e-05,"malt","fem","exo"
"1243","Fusobacteriia","24.unmapped",4.71e-05,"control","fem","exo"
"1244","Actinomycetia","21.unmapped",5.82e-05,"malt","male","exo"
"1245","Bacilli","21.unmapped",5.65e-05,"malt","male","exo"
"1246","Bacilli","24.unmapped",4.2e-05,"control","fem","exo"
"1247","Planctomycetia","23.unmapped",4.11e-05,"malt","male","exo"
"1248","Planctomycetia","24.unmapped",0.000250914,"control","fem","exo"
"1249","Planctomycetia","17.unmapped",0.000107045,"control","male","exo"
"1250","Planctomycetia","27.unmapped",7.02e-05,"malt","fem","exo"
"1251","Planctomycetia","19.unmapped",0.000100194,"control","male","exo"
"1252","Planctomycetia","20.unmapped",0.000163565,"control","male","exo"
"1253","Planctomycetia","26.unmapped",0.000192681,"control","fem","exo"
"1254","Planctomycetia","25.unmapped",0.000208952,"control","fem","exo"
"1255","Planctomycetia","21.unmapped",0.000196107,"malt","male","exo"
"1256","Planctomycetia","18.unmapped",8.65e-05,"control","male","exo"
"1257","Planctomycetia","22.unmapped",0.000123316,"malt","male","exo"
"1258","Planctomycetia","28.unmapped",0.000144725,"malt","fem","exo"
"1259","Planctomycetia","29.unmapped",0.000107901,"malt","fem","exo"
"1260","Planctomycetia","26.unmapped",9.93e-05,"control","fem","exo"
"1261","Planctomycetia","25.unmapped",0.000126741,"control","fem","exo"
"1262","Planctomycetia","18.unmapped",5.4e-05,"control","male","exo"
"1263","Planctomycetia","22.unmapped",7.45e-05,"malt","male","exo"
"1264","Planctomycetia","17.unmapped",6.34e-05,"control","male","exo"
"1265","Planctomycetia","28.unmapped",6.42e-05,"malt","fem","exo"
"1266","Planctomycetia","21.unmapped",9.93e-05,"malt","male","exo"
"1267","Planctomycetia","19.unmapped",6.68e-05,"control","male","exo"
"1268","Planctomycetia","20.unmapped",0.000120747,"control","male","exo"
"1269","Planctomycetia","29.unmapped",5.91e-05,"malt","fem","exo"
"1270","Planctomycetia","24.unmapped",9.16e-05,"control","fem","exo"
"1271",NA,NA,NA,NA,NA,"exo"
"1272","Alphaproteobacteria","17.unmapped",0.000102763,"control","male","exo"
"1273","Alphaproteobacteria","26.unmapped",7.71e-05,"control","fem","exo"
"1274","Alphaproteobacteria","24.unmapped",7.62e-05,"control","fem","exo"
"1275","Alphaproteobacteria","25.unmapped",9.76e-05,"control","fem","exo"
"1276","Alphaproteobacteria","18.unmapped",0.000106189,"control","male","exo"
"1277","Alphaproteobacteria","21.unmapped",7.79e-05,"malt","male","exo"
"1278","Alphaproteobacteria","19.unmapped",0.000101051,"control","male","exo"
"1279","Alphaproteobacteria","29.unmapped",0.000161852,"malt","fem","exo"
"1280","Alphaproteobacteria","20.unmapped",5.82e-05,"control","male","exo"
"1281","Alphaproteobacteria","28.unmapped",0.000142156,"malt","fem","exo"
"1282","Alphaproteobacteria","22.unmapped",0.000119891,"malt","male","exo"
"1283","Alphaproteobacteria","27.unmapped",4.54e-05,"malt","fem","exo"
"1284","Deltaproteobacteria","17.unmapped",0.000114752,"control","male","exo"
"1285","Deltaproteobacteria","27.unmapped",5.91e-05,"malt","fem","exo"
"1286","Deltaproteobacteria","29.unmapped",0.000100194,"malt","fem","exo"
"1287","Deltaproteobacteria","28.unmapped",8.39e-05,"malt","fem","exo"
"1288","Deltaproteobacteria","19.unmapped",0.000111327,"control","male","exo"
"1289","Deltaproteobacteria","18.unmapped",8.05e-05,"control","male","exo"
"1290","Deltaproteobacteria","22.unmapped",0.000116465,"malt","male","exo"
"1291","Deltaproteobacteria","28.unmapped",6.08e-05,"malt","fem","exo"
"1292","Deltaproteobacteria","22.unmapped",5.74e-05,"malt","male","exo"
"1293","Deltaproteobacteria","19.unmapped",4.37e-05,"control","male","exo"
"1294","Actinomycetia","27.unmapped",4.45e-05,"malt","fem","exo"
"1295","Alphaproteobacteria","29.unmapped",4.62e-05,"malt","fem","exo"
"1296","Alphaproteobacteria","22.unmapped",5.14e-05,"malt","male","exo"
"1297","Alphaproteobacteria","17.unmapped",4.28e-05,"control","male","exo"
"1298","Deltaproteobacteria","28.unmapped",0.000171272,"malt","fem","exo"
"1299","Deltaproteobacteria","26.unmapped",5.4e-05,"control","fem","exo"
"1300","Deltaproteobacteria","27.unmapped",5.05e-05,"malt","fem","exo"
"1301","Deltaproteobacteria","17.unmapped",8.73e-05,"control","male","exo"
"1302","Deltaproteobacteria","19.unmapped",6.25e-05,"control","male","exo"
"1303","Deltaproteobacteria","29.unmapped",9.68e-05,"malt","fem","exo"
"1304","Deltaproteobacteria","18.unmapped",0.000108758,"control","male","exo"
"1305","Deltaproteobacteria","22.unmapped",7.62e-05,"malt","male","exo"
"1306","Saprospiria","18.unmapped",0.000116465,"control","male","exo"
"1307","Saprospiria","24.unmapped",7.45e-05,"control","fem","exo"
"1308","Saprospiria","23.unmapped",4.11e-05,"malt","male","exo"
"1309","Saprospiria","26.unmapped",6.77e-05,"control","fem","exo"
"1310","Saprospiria","29.unmapped",0.000140443,"malt","fem","exo"
"1311","Saprospiria","17.unmapped",0.000132736,"control","male","exo"
"1312","Saprospiria","20.unmapped",6.77e-05,"control","male","exo"
"1313","Saprospiria","25.unmapped",5.65e-05,"control","fem","exo"
"1314","Saprospiria","28.unmapped",0.000135305,"malt","fem","exo"
"1315","Saprospiria","19.unmapped",0.000109614,"control","male","exo"
"1316","Saprospiria","21.unmapped",4.97e-05,"malt","male","exo"
"1317","Saprospiria","22.unmapped",0.000160139,"malt","male","exo"
"1318","Gammaproteobacteria","27.unmapped",8.99e-05,"malt","fem","exo"
"1319","Gammaproteobacteria","27.unmapped",5.82e-05,"malt","fem","exo"
"1320","Gammaproteobacteria","27.unmapped",0.000493264,"malt","fem","exo"
"1321","Gammaproteobacteria","26.unmapped",0.001216889,"control","fem","exo"
"1322","Gammaproteobacteria","19.unmapped",0.000827245,"control","male","exo"
"1323","Gammaproteobacteria","28.unmapped",0.000671387,"malt","fem","exo"
"1324","Gammaproteobacteria","29.unmapped",0.000866637,"malt","fem","exo"
"1325","Gammaproteobacteria","23.unmapped",0.000218372,"malt","male","exo"
"1326","Gammaproteobacteria","20.unmapped",0.001127827,"control","male","exo"
"1327","Gammaproteobacteria","21.unmapped",0.001099567,"malt","male","exo"
"1328","Gammaproteobacteria","18.unmapped",0.000646552,"control","male","exo"
"1329","Gammaproteobacteria","25.unmapped",0.000885477,"control","fem","exo"
"1330","Gammaproteobacteria","22.unmapped",0.000733045,"malt","male","exo"
"1331","Gammaproteobacteria","24.unmapped",0.001028489,"control","fem","exo"
"1332","Gammaproteobacteria","17.unmapped",0.000643127,"control","male","exo"
"1333","Epsilonproteobacteria","22.unmapped",7.88e-05,"malt","male","exo"
